,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Emc6,1.49363356831018e-62,1.69914321691238,0.431,0.225,2.45165013902433e-58
Serpina1e,3.96573250368733e-62,1.15109192156353,0.815,0.666,6.50935333155238e-58
Cbr1,4.42837340795536e-62,2.22924072118529,0.344,0.14,7.26873211181792e-58
Rexo2,4.85047120527051e-62,1.48389572763778,0.478,0.275,7.96156343633101e-58
Acadl,7.84879631872518e-62,1.82896907796295,0.417,0.215,1.28830142775555e-57
Mrpl34,1.23324941556781e-61,1.61185123927291,0.424,0.213,2.02425559071301e-57
D8Ertd738e,1.77405853502176e-61,1.17445697647911,0.56,0.374,2.91193967938472e-57
Mrps7,2.33533276174958e-61,1.85436012968469,0.377,0.17,3.83321519513577e-57
Aspdh,2.84265370328645e-61,1.57644429396238,0.416,0.213,4.66593178857439e-57
Mtch2,3.61924707276604e-61,1.45015691283069,0.507,0.325,5.94063214523819e-57
Gfer,9.94050846798355e-61,2.02241320451175,0.373,0.173,1.63163505993482e-56
Akr1d1,1.31290906042304e-60,1.98772959958096,0.381,0.183,2.15500893177838e-56
Mrps14,3.20326354708606e-60,1.28472645555617,0.467,0.253,5.25783678618706e-56
Cops6,3.61097750736555e-60,1.66199006728903,0.396,0.183,5.92705848058981e-56
Acp1,4.77814486985294e-60,1.78882389707832,0.368,0.16,7.84284698937661e-56
Arf5,8.84049474481178e-60,1.02988892351226,0.571,0.381,1.45107880741341e-55
Cyc1,1.09085879573097e-59,1.26069504467104,0.573,0.425,1.79053562731281e-55
Bag1,1.3483549808693e-59,1.48452907055312,0.465,0.26,2.21318986559887e-55
Ufc1,2.15538446656289e-59,1.90187286249997,0.371,0.167,3.53784806341632e-55
Higd2a,3.80781062794905e-59,1.50723895639411,0.452,0.255,6.25014036471557e-55
Cox19,6.40220012657235e-59,2.15560206044513,0.281,0.086,1.05085712877559e-54
Ap3s1,6.41736400991489e-59,1.62961610517921,0.412,0.206,1.05334612858743e-54
Ndufa11,7.09430080187772e-59,1.17997529761686,0.563,0.39,1.16445853362021e-54
Aadat,1.09274969722502e-58,2.3988303296109,0.309,0.117,1.79363935302515e-54
Fitm1,1.68204288275793e-58,2.92348852069487,0.283,0.098,2.76090518775887e-54
Amdhd1,4.84712981212312e-58,1.66307260772005,0.462,0.295,7.95607887361889e-54
Ei24,5.02897390667491e-58,1.80114414862407,0.404,0.214,8.2545577704162e-54
Sec14l2,5.41404981602035e-58,1.13400096676511,0.595,0.454,8.88662136801581e-54
Cox17,2.09019283644222e-57,1.06991232987921,0.507,0.28,3.43084252173625e-53
Tmem126a,2.84199748323053e-57,2.19854186948349,0.298,0.106,4.66485466897458e-53
Timm8a1,4.25915199812422e-57,2.56400067088017,0.265,0.08,6.99097208972109e-53
H2-Ke6,9.19380960655542e-57,1.75235742219571,0.383,0.183,1.50907190882001e-52
Ppa2,1.20868090883159e-56,2.37195305697094,0.277,0.09,1.98392884375617e-52
Mrap,1.37297442417732e-56,2.33038656668145,0.292,0.104,2.25360021984465e-52
Dhrs1,2.56331242338079e-56,1.68041359045759,0.403,0.208,4.20742101173723e-52
Gpd1,5.84588983344904e-56,1.81144382074072,0.417,0.235,9.59544357262325e-52
Mrpl50,7.99103514295612e-56,2.03291019840653,0.298,0.106,1.31164850836482e-51
Psma2,1.84581479245311e-55,1.23424252871595,0.468,0.259,3.02972040033253e-51
Tmem243,2.37010989367076e-55,2.0317760934045,0.327,0.134,3.89029837947118e-51
Amacr,6.19218065232908e-55,1.87727405896111,0.369,0.182,1.01638453227329e-50
Etfdh,7.62783915487867e-55,2.12474310699621,0.319,0.131,1.25203351888179e-50
Adhfe1,1.13998912289804e-54,2.5754611797397,0.245,0.07,1.87117814632485e-50
Crot,1.1709353994203e-54,1.23683468856028,0.575,0.441,1.92197336460848e-50
Idh2,3.36638233678447e-53,1.9811006717506,0.357,0.176,5.52557996759804e-49
Fkbp4,3.42649347277868e-53,1.59793748466242,0.424,0.241,5.62424638621893e-49
Mrpl15,4.81816888488528e-53,1.70522141818914,0.345,0.151,7.9085424076507e-49
Gcsh,7.04207932582227e-53,1.79786188040087,0.388,0.207,1.15588690054047e-48
Coa6,7.38420646768198e-53,2.36069454604441,0.239,0.066,1.21204364960532e-48
Clpx,1.84832621878707e-52,1.52587380126662,0.465,0.305,3.0338426555171e-48
1810058I24Rik,5.06270573040851e-52,1.63657018853978,0.405,0.22,8.30992518589252e-48
